year,gender,age_type,adm_nm,population,population_diff
2018,남성,35,세종특별자치시,18671,2486.0
2019,남성,35,세종특별자치시,20825,2154.0
2020,남성,35,세종특별자치시,22343,1518.0
2021,남성,35,세종특별자치시,24156,1813.0
2022,남성,35,세종특별자치시,25905,1749.0
2015,남성,36,세종특별자치시,7028,
2016,남성,36,세종특별자치시,8348,1320.0
2017,남성,36,세종특별자치시,9776,1428.0
2018,남성,36,세종특별자치시,11380,1604.0
2019,남성,36,세종특별자치시,12753,1373.0
2020,남성,36,세종특별자치시,14137,1384.0
2021,남성,36,세종특별자치시,15926,1789.0
2022,남성,36,세종특별자치시,17014,1088.0
2015,남성,40,세종특별자치시,5709,
2016,남성,40,세종특별자치시,6150,441.0
2017,남성,40,세종특별자치시,6771,621.0
2018,남성,40,세종특별자치시,7439,668.0
2019,남성,40,세종특별자치시,8131,692.0
2020,남성,40,세종특별자치시,8791,660.0
2021,남성,40,세종특별자치시,9337,546.0
2022,남성,40,세종특별자치시,10126,789.0
2015,여성,31,세종특별자치시,11696,
2016,여성,31,세종특별자치시,13849,2153.0
2017,여성,31,세종특별자치시,16086,2237.0
2018,여성,31,세종특별자치시,18212,2126.0
2019,여성,31,세종특별자치시,19377,1165.0
2020,여성,31,세종특별자치시,20976,1599.0
2021,여성,31,세종특별자치시,22007,1031.0
2022,여성,31,세종특별자치시,23822,1815.0
2015,여성,32,세종특별자치시,11524,
2016,여성,32,세종특별자치시,14081,2557.0
2017,여성,32,세종특별자치시,15559,1478.0
2018,여성,32,세종특별자치시,17255,1696.0
2019,여성,32,세종특별자치시,18624,1369.0
2020,여성,32,세종특별자치시,19383,759.0
2021,여성,32,세종특별자치시,18919,-464.0
2022,여성,32,세종특별자치시,19555,636.0
2015,여성,33,세종특별자치시,18585,
2016,여성,33,세종특별자치시,22257,3672.0
2017,여성,33,세종특별자치시,25479,3222.0
2018,여성,33,세종특별자치시,28700,3221.0
2019,여성,33,세종특별자치시,30255,1555.0
2020,여성,33,세종특별자치시,30181,-74.0
2021,여성,33,세종특별자치시,30253,72.0
2022,여성,33,세종특별자치시,30144,-109.0
2015,여성,34,세종특별자치시,15735,
2016,여성,34,세종특별자치시,19348,3613.0
2017,여성,34,세종특별자치시,23072,3724.0
2018,여성,34,세종특별자치시,26519,3447.0
2019,여성,34,세종특별자치시,29589,3070.0
2020,여성,34,세종특별자치시,32109,2520.0
2021,여성,34,세종특별자치시,34265,2156.0
2022,여성,34,세종특별자치시,36659,2394.0
2015,여성,35,세종특별자치시,11493,
2016,여성,35,세종특별자치시,13282,1789.0
2017,여성,35,세종특별자치시,15336,2054.0
2018,여성,35,세종특별자치시,17705,2369.0
2019,여성,35,세종특별자치시,19623,1918.0
2020,여성,35,세종특별자치시,20834,1211.0
2021,여성,35,세종특별자치시,22306,1472.0
2022,여성,35,세종특별자치시,23714,1408.0
2015,여성,36,세종특별자치시,7346,
2016,여성,36,세종특별자치시,8774,1428.0
2017,여성,36,세종특별자치시,10130,1356.0
2018,여성,36,세종특별자치시,11727,1597.0
2019,여성,36,세종특별자치시,13090,1363.0
2020,여성,36,세종특별자치시,14471,1381.0
2021,여성,36,세종특별자치시,16244,1773.0
2022,여성,36,세종특별자치시,17379,1135.0
2015,여성,40,세종특별자치시,9075,
2016,여성,40,세종특별자치시,9616,541.0
2017,여성,40,세종특별자치시,10369,753.0
2018,여성,40,세종특별자치시,11091,722.0
2019,여성,40,세종특별자치시,11833,742.0
2020,여성,40,세종특별자치시,12440,607.0
2021,여성,40,세종특별자치시,12959,519.0
2022,여성,40,세종특별자치시,13733,774.0
2015,남성,31,울산광역시,70785,
2016,남성,31,울산광역시,66102,-4683.0
2017,남성,31,울산광역시,62812,-3290.0
2018,남성,31,울산광역시,60344,-2468.0
2019,남성,31,울산광역시,57386,-2958.0
2020,남성,31,울산광역시,55979,-1407.0
2021,남성,31,울산광역시,55304,-675.0
2022,남성,31,울산광역시,54459,-845.0
2015,남성,32,울산광역시,72394,
2016,남성,32,울산광역시,73322,928.0
2017,남성,32,울산광역시,72414,-908.0
2018,남성,32,울산광역시,72173,-241.0
2019,남성,32,울산광역시,71523,-650.0
2020,남성,32,울산광역시,71054,-469.0
2021,남성,32,울산광역시,69816,-1238.0
2022,남성,32,울산광역시,64891,-4925.0
2015,남성,33,울산광역시,92513,
2016,남성,33,울산광역시,91339,-1174.0
2017,남성,33,울산광역시,88793,-2546.0
2018,남성,33,울산광역시,86055,-2738.0
2019,남성,33,울산광역시,83163,-2892.0
2020,남성,33,울산광역시,79260,-3903.0
2021,남성,33,울산광역시,75686,-3574.0
2022,남성,33,울산광역시,73543,-2143.0
2015,남성,34,울산광역시,102921,
2016,남성,34,울산광역시,99642,-3279.0
2017,남성,34,울산광역시,98007,-1635.0
2018,남성,34,울산광역시,95226,-2781.0
2019,남성,34,울산광역시,93267,-1959.0
2020,남성,34,울산광역시,92562,-705.0
2021,남성,34,울산광역시,90964,-1598.0
2022,남성,34,울산광역시,90205,-759.0
2015,남성,35,울산광역시,100513,
2016,남성,35,울산광역시,102748,2235.0
2017,남성,35,울산광역시,103764,1016.0
2018,남성,35,울산광역시,104686,922.0
2019,남성,35,울산광역시,104828,142.0
2020,남성,35,울산광역시,103791,-1037.0
2021,남성,35,울산광역시,101912,-1879.0
2022,남성,35,울산광역시,100509,-1403.0
2015,남성,36,울산광역시,49393,
2016,남성,36,울산광역시,53646,4253.0
2017,남성,36,울산광역시,57413,3767.0
2018,남성,36,울산광역시,61236,3823.0
2019,남성,36,울산광역시,65490,4254.0
2020,남성,36,울산광역시,70754,5264.0
2021,남성,36,울산광역시,76301,5547.0
2022,남성,36,울산광역시,79950,3649.0
2015,남성,40,울산광역시,24217,
2016,남성,40,울산광역시,25631,1414.0
2017,남성,40,울산광역시,27846,2215.0
2018,남성,40,울산광역시,30329,2483.0
2019,남성,40,울산광역시,33058,2729.0
2020,남성,40,울산광역시,35595,2537.0
2021,남성,40,울산광역시,38039,2444.0
2022,남성,40,울산광역시,41329,3290.0
2015,여성,31,울산광역시,62459,
2016,여성,31,울산광역시,59145,-3314.0
2017,여성,31,울산광역시,56553,-2592.0
2018,여성,31,울산광역시,54243,-2310.0
2019,여성,31,울산광역시,52292,-1951.0
2020,여성,31,울산광역시,50954,-1338.0
2021,여성,31,울산광역시,50095,-859.0
2022,여성,31,울산광역시,50091,-4.0
2015,여성,32,울산광역시,62561,
2016,여성,32,울산광역시,62536,-25.0
2017,여성,32,울산광역시,61872,-664.0
2018,여성,32,울산광역시,61319,-553.0
2019,여성,32,울산광역시,59590,-1729.0
2020,여성,32,울산광역시,59063,-527.0
2021,여성,32,울산광역시,55887,-3176.0
2022,여성,32,울산광역시,52324,-3563.0
2015,여성,33,울산광역시,83833,
2016,여성,33,울산광역시,82460,-1373.0
2017,여성,33,울산광역시,79838,-2622.0
2018,여성,33,울산광역시,77284,-2554.0
2019,여성,33,울산광역시,74012,-3272.0
2020,여성,33,울산광역시,69942,-4070.0
2021,여성,33,울산광역시,66518,-3424.0
2022,여성,33,울산광역시,63403,-3115.0
2015,여성,34,울산광역시,103751,
2016,여성,34,울산광역시,101123,-2628.0
2017,여성,34,울산광역시,98142,-2981.0
2018,여성,34,울산광역시,94349,-3793.0
2019,여성,34,울산광역시,91746,-2603.0
2020,여성,34,울산광역시,90213,-1533.0
2021,여성,34,울산광역시,87683,-2530.0
2022,여성,34,울산광역시,86444,-1239.0
2015,여성,35,울산광역시,94671,
2016,여성,35,울산광역시,96670,1999.0
2017,여성,35,울산광역시,98326,1656.0
2018,여성,35,울산광역시,100291,1965.0
2019,여성,35,울산광역시,101492,1201.0
2020,여성,35,울산광역시,101323,-169.0
2021,여성,35,울산광역시,100252,-1071.0
2022,여성,35,울산광역시,99769,-483.0
2015,여성,36,울산광역시,47369,
2016,여성,36,울산광역시,51929,4560.0
2017,여성,36,울산광역시,55968,4039.0
2018,여성,36,울산광역시,59876,3908.0
2019,여성,36,울산광역시,64486,4610.0
2020,여성,36,울산광역시,70026,5540.0
2021,여성,36,울산광역시,75699,5673.0
2022,여성,36,울산광역시,79165,3466.0
2015,여성,40,울산광역시,38466,
2016,여성,40,울산광역시,39716,1250.0
2017,여성,40,울산광역시,41546,1830.0
2018,여성,40,울산광역시,43797,2251.0
2019,여성,40,울산광역시,46220,2423.0
2020,여성,40,울산광역시,48575,2355.0
2021,여성,40,울산광역시,50857,2282.0
2022,여성,40,울산광역시,53942,3085.0
2015,남성,31,인천광역시,160348,
2016,남성,31,인천광역시,153283,-7065.0
2017,남성,31,인천광역시,148303,-4980.0
2018,남성,31,인천광역시,142659,-5644.0
2019,남성,31,인천광역시,138243,-4416.0
2020,남성,31,인천광역시,134034,-4209.0
2021,남성,31,인천광역시,133350,-684.0
2022,남성,31,인천광역시,133495,145.0
2015,남성,32,인천광역시,169919,
2016,남성,32,인천광역시,173542,3623.0
2017,남성,32,인천광역시,176387,2845.0
2018,남성,32,인천광역시,177797,1410.0
2019,남성,32,인천광역시,180033,2236.0
2020,남성,32,인천광역시,179622,-411.0
2021,남성,32,인천광역시,179274,-348.0
2022,남성,32,인천광역시,172331,-6943.0
2015,남성,33,인천광역시,223491,
2016,남성,33,인천광역시,221964,-1527.0
2017,남성,33,인천광역시,218316,-3648.0
2018,남성,33,인천광역시,213987,-4329.0
2019,남성,33,인천광역시,208533,-5454.0
2020,남성,33,인천광역시,201070,-7463.0
2021,남성,33,인천광역시,199655,-1415.0
2022,남성,33,인천광역시,202027,2372.0
2015,남성,34,인천광역시,247989,
2016,남성,34,인천광역시,246120,-1869.0
2017,남성,34,인천광역시,244427,-1693.0
2018,남성,34,인천광역시,240056,-4371.0
2019,남성,34,인천광역시,237590,-2466.0
2020,남성,34,인천광역시,235458,-2132.0
2021,남성,34,인천광역시,235005,-453.0
2022,남성,34,인천광역시,236797,1792.0
2015,남성,35,인천광역시,239619,
2016,남성,35,인천광역시,243562,3943.0
2017,남성,35,인천광역시,244862,1300.0
2018,남성,35,인천광역시,246811,1949.0
2019,남성,35,인천광역시,247858,1047.0
2020,남성,35,인천광역시,245086,-2772.0
2021,남성,35,인천광역시,244183,-903.0
2022,남성,35,인천광역시,244474,291.0
2015,남성,36,인천광역시,121645,
2016,남성,36,인천광역시,131241,9596.0
2017,남성,36,인천광역시,140465,9224.0
2018,남성,36,인천광역시,150365,9900.0
2019,남성,36,인천광역시,161291,10926.0
2020,남성,36,인천광역시,174841,13550.0
2021,남성,36,인천광역시,190774,15933.0
2022,남성,36,인천광역시,200811,10037.0
2015,남성,40,인천광역시,78308,
2016,남성,40,인천광역시,82856,4548.0
2017,남성,40,인천광역시,89056,6200.0
2018,남성,40,인천광역시,95368,6312.0
2019,남성,40,인천광역시,101786,6418.0
2020,남성,40,인천광역시,107520,5734.0
2021,남성,40,인천광역시,111851,4331.0
2022,남성,40,인천광역시,119756,7905.0
2015,여성,31,인천광역시,152160,
2016,여성,31,인천광역시,146118,-6042.0
2017,여성,31,인천광역시,141301,-4817.0
2018,여성,31,인천광역시,137039,-4262.0
2019,여성,31,인천광역시,132931,-4108.0
2020,여성,31,인천광역시,129102,-3829.0
2021,여성,31,인천광역시,127568,-1534.0
2022,여성,31,인천광역시,128192,624.0
2015,여성,32,인천광역시,179705,
2016,여성,32,인천광역시,180885,1180.0
2017,여성,32,인천광역시,182290,1405.0
2018,여성,32,인천광역시,182362,72.0
2019,여성,32,인천광역시,181979,-383.0
2020,여성,32,인천광역시,183145,1166.0
2021,여성,32,인천광역시,178798,-4347.0
2022,여성,32,인천광역시,172340,-6458.0
2015,여성,33,인천광역시,213987,
2016,여성,33,인천광역시,211600,-2387.0
2017,여성,33,인천광역시,206639,-4961.0
2018,여성,33,인천광역시,202143,-4496.0
2019,여성,33,인천광역시,196400,-5743.0
2020,여성,33,인천광역시,188382,-8018.0
2021,여성,33,인천광역시,185992,-2390.0
2022,여성,33,인천광역시,187239,1247.0
2015,여성,34,인천광역시,246918,
2016,여성,34,인천광역시,244161,-2757.0
2017,여성,34,인천광역시,240803,-3358.0
2018,여성,34,인천광역시,234738,-6065.0
2019,여성,34,인천광역시,230451,-4287.0
2020,여성,34,인천광역시,228081,-2370.0
2021,여성,34,인천광역시,226076,-2005.0
2022,여성,34,인천광역시,226704,628.0
2015,여성,35,인천광역시,236013,
2016,여성,35,인천광역시,240976,4963.0
2017,여성,35,인천광역시,244418,3442.0
2018,여성,35,인천광역시,249028,4610.0
2019,여성,35,인천광역시,251776,2748.0
2020,여성,35,인천광역시,249753,-2023.0
2021,여성,35,인천광역시,249039,-714.0
2022,여성,35,인천광역시,249389,350.0
2015,여성,36,인천광역시,124841,
2016,여성,36,인천광역시,134555,9714.0
2017,여성,36,인천광역시,143392,8837.0
2018,여성,36,인천광역시,153622,10230.0
2019,여성,36,인천광역시,164936,11314.0
2020,여성,36,인천광역시,179206,14270.0
2021,여성,36,인천광역시,196052,16846.0
2022,여성,36,인천광역시,206887,10835.0
2015,여성,40,인천광역시,122382,
2016,여성,40,인천광역시,127466,5084.0
2017,여성,40,인천광역시,134582,7116.0
2018,여성,40,인천광역시,140936,6354.0
2019,여성,40,인천광역시,148085,7149.0
2020,여성,40,인천광역시,154489,6404.0
2021,여성,40,인천광역시,159538,5049.0
2022,여성,40,인천광역시,167765,8227.0
2015,남성,31,전라남도,100576,
2016,남성,31,전라남도,95472,-5104.0
2017,남성,31,전라남도,91283,-4189.0
2018,남성,31,전라남도,87509,-3774.0
2019,남성,31,전라남도,83389,-4120.0
2020,남성,31,전라남도,81143,-2246.0
2021,남성,31,전라남도,79478,-1665.0
2022,남성,31,전라남도,77592,-1886.0
2015,남성,32,전라남도,78372,
2016,남성,32,전라남도,80259,1887.0
2017,남성,32,전라남도,79852,-407.0
2018,남성,32,전라남도,83468,3616.0
2019,남성,32,전라남도,86974,3506.0
2020,남성,32,전라남도,90638,3664.0
2021,남성,32,전라남도,90954,316.0
2022,남성,32,전라남도,86220,-4734.0
2015,남성,33,전라남도,107829,
2016,남성,33,전라남도,105632,-2197.0
2017,남성,33,전라남도,102789,-2843.0
2018,남성,33,전라남도,99038,-3751.0
2019,남성,33,전라남도,95380,-3658.0
2020,남성,33,전라남도,92161,-3219.0
2021,남성,33,전라남도,88462,-3699.0
2022,남성,33,전라남도,85463,-2999.0
2015,남성,34,전라남도,144421,
2016,남성,34,전라남도,140748,-3673.0
2017,남성,34,전라남도,138012,-2736.0
2018,남성,34,전라남도,133421,-4591.0
2019,남성,34,전라남도,130919,-2502.0
2020,남성,34,전라남도,129251,-1668.0
2021,남성,34,전라남도,125279,-3972.0
2022,남성,34,전라남도,123335,-1944.0
2015,남성,35,전라남도,147073,
2016,남성,35,전라남도,150447,3374.0
2017,남성,35,전라남도,151942,1495.0
2018,남성,35,전라남도,154337,2395.0
2019,남성,35,전라남도,154700,363.0
2020,남성,35,전라남도,154883,183.0
2021,남성,35,전라남도,155626,743.0
2022,남성,35,전라남도,155776,150.0
2015,남성,36,전라남도,102490,
2016,남성,36,전라남도,106247,3757.0
2017,남성,36,전라남도,110091,3844.0
2018,남성,36,전라남도,114683,4592.0
2019,남성,36,전라남도,119707,5024.0
2020,남성,36,전라남도,127344,7637.0
2021,남성,36,전라남도,134366,7022.0
2022,남성,36,전라남도,139294,4928.0
2015,남성,40,전라남도,99575,
2016,남성,40,전라남도,101039,1464.0
2017,남성,40,전라남도,105870,4831.0
2018,남성,40,전라남도,109161,3291.0
2019,남성,40,전라남도,113134,3973.0
2020,남성,40,전라남도,116817,3683.0
2021,남성,40,전라남도,120418,3601.0
2022,남성,40,전라남도,124267,3849.0
2015,여성,31,전라남도,92385,
2016,여성,31,전라남도,87956,-4429.0
2017,여성,31,전라남도,84293,-3663.0
2018,여성,31,전라남도,80934,-3359.0
2019,여성,31,전라남도,77440,-3494.0
2020,여성,31,전라남도,75100,-2340.0
2021,여성,31,전라남도,73833,-1267.0
2022,여성,31,전라남도,73153,-680.0
2015,여성,32,전라남도,75733,
2016,여성,32,전라남도,75884,151.0
2017,여성,32,전라남도,75295,-589.0
2018,여성,32,전라남도,76073,778.0
2019,여성,32,전라남도,76019,-54.0
2020,여성,32,전라남도,76632,613.0
2021,여성,32,전라남도,74241,-2391.0
2022,여성,32,전라남도,71461,-2780.0
2015,여성,33,전라남도,98921,
2016,여성,33,전라남도,97154,-1767.0
2017,여성,33,전라남도,94552,-2602.0
2018,여성,33,전라남도,91458,-3094.0
2019,여성,33,전라남도,87236,-4222.0
2020,여성,33,전라남도,83436,-3800.0
2021,여성,33,전라남도,80457,-2979.0
2022,여성,33,전라남도,77762,-2695.0
2015,여성,34,전라남도,126027,
2016,여성,34,전라남도,123804,-2223.0
2017,여성,34,전라남도,122335,-1469.0
2018,여성,34,전라남도,118802,-3533.0
2019,여성,34,전라남도,116497,-2305.0
2020,여성,34,전라남도,115151,-1346.0
2021,여성,34,전라남도,112538,-2613.0
2022,여성,34,전라남도,111169,-1369.0
2015,여성,35,전라남도,137609,
2016,여성,35,전라남도,139296,1687.0
2017,여성,35,전라남도,140104,808.0
2018,여성,35,전라남도,141428,1324.0
2019,여성,35,전라남도,140411,-1017.0
2020,여성,35,전라남도,138651,-1760.0
2021,여성,35,전라남도,138048,-603.0
2022,여성,35,전라남도,138100,52.0
2015,여성,36,전라남도,107404,
2016,여성,36,전라남도,110274,2870.0
2017,여성,36,전라남도,112825,2551.0
2018,여성,36,전라남도,116126,3301.0
2019,여성,36,전라남도,120956,4830.0
2020,여성,36,전라남도,128180,7224.0
2021,여성,36,전라남도,134753,6573.0
2022,여성,36,전라남도,137595,2842.0
2015,여성,40,전라남도,171140,
2016,여성,40,전라남도,170914,-226.0
2017,여성,40,전라남도,176420,5506.0
2018,여성,40,전라남도,178537,2117.0
2019,여성,40,전라남도,181301,2764.0
2020,여성,40,전라남도,185708,4407.0
2021,여성,40,전라남도,188728,3020.0
2022,여성,40,전라남도,191706,2978.0
2015,남성,31,전라북도,110321,
2016,남성,31,전라북도,105391,-4930.0
2017,남성,31,전라북도,100839,-4552.0
2018,남성,31,전라북도,96645,-4194.0
2019,남성,31,전라북도,91998,-4647.0
2020,남성,31,전라북도,88901,-3097.0
2021,남성,31,전라북도,86154,-2747.0
2022,남성,31,전라북도,84239,-1915.0
2015,남성,32,전라북도,100494,
2016,남성,32,전라북도,101369,875.0
2017,남성,32,전라북도,101525,156.0
2018,남성,32,전라북도,102556,1031.0
2019,남성,32,전라북도,103649,1093.0
2020,남성,32,전라북도,105037,1388.0
2021,남성,32,전라북도,105865,828.0
2022,남성,32,전라북도,99823,-6042.0
2015,남성,33,전라북도,113707,
2016,남성,33,전라북도,110774,-2933.0
2017,남성,33,전라북도,106878,-3896.0
2018,남성,33,전라북도,102724,-4154.0
2019,남성,33,전라북도,98132,-4592.0
2020,남성,33,전라북도,94146,-3986.0
2021,남성,33,전라북도,91129,-3017.0
2022,남성,33,전라북도,88676,-2453.0
2015,남성,34,전라북도,146804,
2016,남성,34,전라북도,144567,-2237.0
2017,남성,34,전라북도,142353,-2214.0
2018,남성,34,전라북도,138140,-4213.0
2019,남성,34,전라북도,134496,-3644.0
2020,남성,34,전라북도,132158,-2338.0
2021,남성,34,전라북도,127599,-4559.0
2022,남성,34,전라북도,124758,-2841.0
2015,남성,35,전라북도,142922,
2016,남성,35,전라북도,144769,1847.0
2017,남성,35,전라북도,145369,600.0
2018,남성,35,전라북도,147530,2161.0
2019,남성,35,전라북도,148425,895.0
2020,남성,35,전라북도,147892,-533.0
2021,남성,35,전라북도,147821,-71.0
2022,남성,35,전라북도,147716,-105.0
2015,남성,36,전라북도,98368,
2016,남성,36,전라북도,102830,4462.0
2017,남성,36,전라북도,106113,3283.0
2018,남성,36,전라북도,109664,3551.0
2019,남성,36,전라북도,114377,4713.0
2020,남성,36,전라북도,120979,6602.0
2021,남성,36,전라북도,127523,6544.0
2022,남성,36,전라북도,131965,4442.0
2015,남성,40,전라북도,86009,
2016,남성,40,전라북도,88828,2819.0
2017,남성,40,전라북도,93746,4918.0
2018,남성,40,전라북도,97450,3704.0
2019,남성,40,전라북도,101026,3576.0
2020,남성,40,전라북도,105937,4911.0
2021,남성,40,전라북도,109658,3721.0
2022,남성,40,전라북도,113314,3656.0
2015,여성,31,전라북도,101884,
2016,여성,31,전라북도,97252,-4632.0
2017,여성,31,전라북도,93158,-4094.0
2018,여성,31,전라북도,89204,-3954.0
2019,여성,31,전라북도,85335,-3869.0
2020,여성,31,전라북도,82655,-2680.0
2021,여성,31,전라북도,79890,-2765.0
2022,여성,31,전라북도,78913,-977.0
2015,여성,32,전라북도,96753,
2016,여성,32,전라북도,97280,527.0
2017,여성,32,전라북도,96976,-304.0
2018,여성,32,전라북도,96263,-713.0
2019,여성,32,전라북도,95035,-1228.0
2020,여성,32,전라북도,96211,1176.0
2021,여성,32,전라북도,93940,-2271.0
2022,여성,32,전라북도,89699,-4241.0
2015,여성,33,전라북도,107324,
2016,여성,33,전라북도,104555,-2769.0
2017,여성,33,전라북도,100872,-3683.0
2018,여성,33,전라북도,97237,-3635.0
2019,여성,33,전라북도,92872,-4365.0
2020,여성,33,전라북도,88557,-4315.0
2021,여성,33,전라북도,85431,-3126.0
2022,여성,33,전라북도,82455,-2976.0
2015,여성,34,전라북도,137349,
2016,여성,34,전라북도,135716,-1633.0
2017,여성,34,전라북도,133903,-1813.0
2018,여성,34,전라북도,130329,-3574.0
2019,여성,34,전라북도,127142,-3187.0
2020,여성,34,전라북도,125473,-1669.0
2021,여성,34,전라북도,121926,-3547.0
2022,여성,34,전라북도,119995,-1931.0
2015,여성,35,전라북도,139179,
2016,여성,35,전라북도,140247,1068.0
2017,여성,35,전라북도,141013,766.0
2018,여성,35,전라북도,142572,1559.0
2019,여성,35,전라북도,142462,-110.0
2020,여성,35,전라북도,140459,-2003.0
2021,여성,35,전라북도,139401,-1058.0
2022,여성,35,전라북도,139137,-264.0
2015,여성,36,전라북도,103845,
2016,여성,36,전라북도,107889,4044.0
2017,여성,36,전라북도,110821,2932.0
2018,여성,36,전라북도,113998,3177.0
2019,여성,36,전라북도,118311,4313.0
2020,여성,36,전라북도,124956,6645.0
2021,여성,36,전라북도,131592,6636.0
2022,여성,36,전라북도,135051,3459.0
2015,여성,40,전라북도,142434,
2016,여성,40,전라북도,145136,2702.0
2017,여성,40,전라북도,149883,4747.0
2018,여성,40,전라북도,153331,3448.0
2019,여성,40,전라북도,157109,3778.0
2020,여성,40,전라북도,162652,5543.0
2021,여성,40,전라북도,165686,3034.0
2022,여성,40,전라북도,168771,3085.0
2015,남성,31,제주특별자치도,38118,
2016,남성,31,제주특별자치도,37079,-1039.0
2017,남성,31,제주특별자치도,36389,-690.0
2018,남성,31,제주특별자치도,35854,-535.0
2019,남성,31,제주특별자치도,34896,-958.0
2020,남성,31,제주특별자치도,34696,-200.0
2021,남성,31,제주특별자치도,34700,4.0
2022,남성,31,제주특별자치도,34433,-267.0
2015,남성,32,제주특별자치도,29267,
2016,남성,32,제주특별자치도,30502,1235.0
2017,남성,32,제주특별자치도,31864,1362.0
2018,남성,32,제주특별자치도,33276,1412.0
2019,남성,32,제주특별자치도,34123,847.0
2020,남성,32,제주특별자치도,35803,1680.0
2021,남성,32,제주특별자치도,35981,178.0
2022,남성,32,제주특별자치도,33976,-2005.0
2015,남성,33,제주특별자치도,41401,
2016,남성,33,제주특별자치도,41690,289.0
2017,남성,33,제주특별자치도,42361,671.0
2018,남성,33,제주특별자치도,42592,231.0
2019,남성,33,제주특별자치도,41344,-1248.0
2020,남성,33,제주특별자치도,40155,-1189.0
2021,남성,33,제주특별자치도,39223,-932.0
2022,남성,33,제주특별자치도,38634,-589.0
2015,남성,34,제주특별자치도,53622,
2016,남성,34,제주특별자치도,54718,1096.0
2017,남성,34,제주특별자치도,56002,1284.0
2018,남성,34,제주특별자치도,55759,-243.0
2019,남성,34,제주특별자치도,55308,-451.0
2020,남성,34,제주특별자치도,54958,-350.0
2021,남성,34,제주특별자치도,54280,-678.0
2022,남성,34,제주특별자치도,54080,-200.0
2015,남성,35,제주특별자치도,45986,
2016,남성,35,제주특별자치도,48539,2553.0
2017,남성,35,제주특별자치도,50673,2134.0
2018,남성,35,제주특별자치도,52513,1840.0
2019,남성,35,제주특별자치도,53832,1319.0
2020,남성,35,제주특별자치도,54861,1029.0
2021,남성,35,제주특별자치도,56246,1385.0
2022,남성,35,제주특별자치도,57379,1133.0
2015,남성,36,제주특별자치도,26716,
2016,남성,36,제주특별자치도,28836,2120.0
2017,남성,36,제주특별자치도,30838,2002.0
2018,남성,36,제주특별자치도,32700,1862.0
2019,남성,36,제주특별자치도,34733,2033.0
2020,남성,36,제주특별자치도,37442,2709.0
2021,남성,36,제주특별자치도,39900,2458.0
2022,남성,36,제주특별자치도,41860,1960.0
2015,남성,40,제주특별자치도,21413,
2016,남성,40,제주특별자치도,22762,1349.0
2017,남성,40,제주특별자치도,24267,1505.0
2018,남성,40,제주특별자치도,25856,1589.0
2019,남성,40,제주특별자치도,27120,1264.0
2020,남성,40,제주특별자치도,28228,1108.0
2021,남성,40,제주특별자치도,29406,1178.0
2022,남성,40,제주특별자치도,30722,1316.0
2015,여성,31,제주특별자치도,34820,
2016,여성,31,제주특별자치도,33972,-848.0
2017,여성,31,제주특별자치도,33655,-317.0
2018,여성,31,제주특별자치도,33226,-429.0
2019,여성,31,제주특별자치도,32391,-835.0
2020,여성,31,제주특별자치도,32046,-345.0
2021,여성,31,제주특별자치도,32013,-33.0
2022,여성,31,제주특별자치도,32413,400.0
2015,여성,32,제주특별자치도,30743,
2016,여성,32,제주특별자치도,31637,894.0
2017,여성,32,제주특별자치도,32854,1217.0
2018,여성,32,제주특별자치도,34076,1222.0
2019,여성,32,제주특별자치도,34121,45.0
2020,여성,32,제주특별자치도,35461,1340.0
2021,여성,32,제주특별자치도,34755,-706.0
2022,여성,32,제주특별자치도,33396,-1359.0
2015,여성,33,제주특별자치도,39991,
2016,여성,33,제주특별자치도,40618,627.0
2017,여성,33,제주특별자치도,41020,402.0
2018,여성,33,제주특별자치도,41332,312.0
2019,여성,33,제주특별자치도,40238,-1094.0
2020,여성,33,제주특별자치도,39376,-862.0
2021,여성,33,제주특별자치도,38800,-576.0
2022,여성,33,제주특별자치도,38044,-756.0
2015,여성,34,제주특별자치도,49999,
2016,여성,34,제주특별자치도,50718,719.0
2017,여성,34,제주특별자치도,51763,1045.0
2018,여성,34,제주특별자치도,51818,55.0
2019,여성,34,제주특별자치도,51980,162.0
2020,여성,34,제주특별자치도,52037,57.0
2021,여성,34,제주특별자치도,52017,-20.0
2022,여성,34,제주특별자치도,52244,227.0
2015,여성,35,제주특별자치도,43903,
2016,여성,35,제주특별자치도,45929,2026.0
2017,여성,35,제주특별자치도,47597,1668.0
2018,여성,35,제주특별자치도,49388,1791.0
2019,여성,35,제주특별자치도,50488,1100.0
2020,여성,35,제주특별자치도,51414,926.0
2021,여성,35,제주특별자치도,52758,1344.0
2022,여성,35,제주특별자치도,54098,1340.0
2015,여성,36,제주특별자치도,28164,
2016,여성,36,제주특별자치도,30150,1986.0
2017,여성,36,제주특별자치도,31904,1754.0
2018,여성,36,제주특별자치도,33571,1667.0
2019,여성,36,제주특별자치도,35665,2094.0
2020,여성,36,제주특별자치도,38197,2532.0
2021,여성,36,제주특별자치도,40668,2471.0
2022,여성,36,제주특별자치도,42757,2089.0
2015,여성,40,제주특별자치도,36532,
2016,여성,40,제주특별자치도,37807,1275.0
2017,여성,40,제주특별자치도,39286,1479.0
2018,여성,40,제주특별자치도,40611,1325.0
2019,여성,40,제주특별자치도,41824,1213.0
2020,여성,40,제주특별자치도,43086,1262.0
2021,여성,40,제주특별자치도,44081,995.0
2022,여성,40,제주특별자치도,45186,1105.0
